address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,listed_in(type),listed_in(city),popularity_score,appeal_score
"976, 1st Floor, Above SBI Bank, Vidyaranyapura Last BusStop, New BEL Road, Bangalore",NalaMaharaja,0,0,3.3,7,New BEL Road,Casual Dining,North Indian,500,Dine-out,New BEL Road,0.19379791181160302,0.41714369672205015
"38, Nanjappa Main Road, Vidyaranyapura, New BEL Road, Bangalore",Sindhu Family Restaurant,0,0,3.2,4,New BEL Road,Casual Dining,"North Indian, Chinese, Seafood",600,Dine-out,New BEL Road,0.18078774684165339,0.4008163589600885
"64, Above Natural's Ice Cream, 80 Feet Road, Near Ramaiah Hospital, New BEL Road, Bangalore",Ambarsaria,0,0,2.7,57,New BEL Road,Casual Dining,North Indian,800,Dine-out,New BEL Road,0.11816087636452842,0.3864410567667984
"Shop 67, 69, 70, Inside Ramaiah Campus, New BEL Road, Bangalore",Chaiywaala Da Dhaba,1,0,3.7,67,New BEL Road,Cafe,"Cafe, Tea",250,Dine-out,New BEL Road,0.24754959830737147,0.5174245651046706
"2/4, 80 Feet Road, RMV Extension, Ashwathnagar, Near, New BEL Road, Bangalore",AQNI,1,0,3.6,89,New BEL Road,Casual Dining,"North Indian, Mughlai, Biryani, Rolls",650,Dine-out,New BEL Road,0.2354305930332393,0.5142739765809955
"Near MSR Engineering College Road, New BEL Road, Bangalore",Cafe Poetry,1,0,3.7,55,New BEL Road,Cafe,"Cafe, Beverages, Healthy Food",400,Dine-out,New BEL Road,0.24712184165337908,0.5094606725131559
"177/B-1, 7th Cross, Annayappa Layout, 80 Feet Road, RMV 2nd Stage, Gedalahalli, New BEL Road, Bangalore",The Banana Kick,1,0,3.3,9,New BEL Road,Cafe,"Cafe, Beverages",600,Dine-out,New BEL Road,0.19386920458726842,0.42337945817525907
"Gokulam Grand Hotel & Spa, 115, Gokula Extension, HMT Road (Near BEL Circle), New BEL Road, Bangalore",Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,0,0,3.3,6,New BEL Road,"Cafe, Bakery","Cafe, Bakery",400,Dine-out,New BEL Road,0.19376226542377034,0.4132168807583084
"20, 1st Main, Pipeline Road, Opposite MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",Durga Mess,0,0,3.6,33,New BEL Road,Mess,North Indian,150,Dine-out,New BEL Road,0.2334343953146081,0.47945239837315257
"No 3,SR Street,4th Cross, RMV 2nd Stage, Devsandra, New BEL Road, Bangalore",D'7 Feast Resto Cafe,0,0,4.1,147,New BEL Road,Casual Dining,"Burger, Pizza, Continental",600,Dine-out,New BEL Road,0.3020142125597939,0.6162609493256823
"177, 1st Main Road, 8th Cross, MSR Nagar, New BEL Road, Bangalore",Orissa Dining Mess,0,0,,0,New BEL Road,Mess,"Bengali, North Indian",300,Dine-out,New BEL Road,,0.34420194549135175
"15,9th Main, Mathikere Colony, New BEL Road, Bangalore",Andhra Mess,0,0,,0,New BEL Road,Mess,South Indian,300,Dine-out,New BEL Road,,0.34420194549135175
"573, 1st Floor, Vidyaranyapura, New BEL Road, Bangalore",New Swathi Family Restaurant,0,0,,0,New BEL Road,Casual Dining,"Andhra, North Indian, Chinese",500,Dine-out,New BEL Road,,0.34420194549135175
"M.S Ramaiah Hospital, New Bel Road, MSR Nagar, New BEL Road",Hatti Kaapi,1,0,,0,New BEL Road,Quick Bites,"South Indian, Street Food",200,Dine-out,New BEL Road,,0.34420194549135175
"703, Near Karnataka Bank, 5th Block, HMT Layout, Vidyaranyapura, New BEL Road Area, New BEL Road, Bangalore",A2B - Adyar Ananda Bhavan,1,0,3.0,50,New BEL Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,Dine-out,New BEL Road,0.1566210290690543,0.42332385230362135
"21, 2nd Floor, ITI Nagar Layout, Chikkamarenahalli, New BEL Road, Bangalore",H3O,0,0,3.2,9,New BEL Road,Casual Dining,"North Indian, Chinese",1000,Dine-out,New BEL Road,0.18096597878081688,0.4195277814457427
"206, Ground Floor, Near MS Ramaiah Campus, New BEL Road, Bangalore",Brewbakes,0,0,3.3,7,New BEL Road,Cafe,"Cafe, Pizza, Italian, Sandwich",450,Dine-out,New BEL Road,0.19379791181160302,0.41714369672205015
"9, Opp Kunte Muneshwara Temple, M.S.Ramaiah College Road, Mathikere, New BEL Road, Bangalore",Chill Magic,0,0,,0,New BEL Road,Beverage Shop,"Juices, Beverages",200,Dine-out,New BEL Road,,0.34420194549135175
"#41/14/789, Kodigehalli - Thindlu Road, Tindlu, New BEL Road, Bangalore",Loca - The World Of Kitchen,0,0,,0,New BEL Road,Mess,South Indian,200,Dine-out,New BEL Road,,0.34420194549135175
"MS Ramaiya Complex, Shop number 59, MSR Medical College, Mathikere, New BEL Road, Bangalore",Tasty Castle,0,0,,0,New BEL Road,Quick Bites,"Chinese, North Indian, Rolls",300,Dine-out,New BEL Road,,0.34420194549135175
"80 Ft Road, RMV 2nd Stage, New BEL Road, Bangalore",Cafe Centralis,1,0,2.8,114,New BEL Road,Cafe,Cafe,600,Dine-out,New BEL Road,0.13309594627744387,0.3973388760197397
"106, Cauvery Complex New BEL Road, New BEL Road, Bangalore",Mayuri,0,0,2.5,79,New BEL Road,Casual Dining,"Andhra, North Indian, Chinese",700,Dine-out,New BEL Road,0.09313864528394454,0.3550455838012756
"7/1, MS Ramaiha Engineering College Road, Maurya Paradise Inn, Mathikhere, New BEL Road, Bangalore",Food Feed Restaurant,0,0,3.7,29,New BEL Road,Casual Dining,"Arabian, Chinese, Kerala, North Indian",750,Dine-out,New BEL Road,0.24619503556972888,0.4838612801530101
"341, 6th Main, MSR Nagar, Mathikere, New BEL Road, Bangalore",Cafe Gazala,0,0,,0,New BEL Road,Cafe,Cafe,150,Dine-out,New BEL Road,,0.34420194549135175
"62, 80 Feet Road, RMV 2nd Stage, Near M S Ramaiah Hospital, New BEL Road, Bangalore",RS Shiv Sagar Express,1,0,,0,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",300,Dine-out,New BEL Road,,0.34420194549135175
"4, 5th Main Road, MSR Nagar, Mathikere, New BEL Road, Bangalore",Delhi Mess,1,0,4.1,500,New BEL Road,Quick Bites,"North Indian, Chinese",300,Dine-out,New BEL Road,0.3145973874647368,0.6785135149849311
"7, 1st Cross, 1st Main Road, MSR Nagar, New BEL Road, Bangalore",Deccan House,1,0,4.0,409,New BEL Road,Quick Bites,"Hyderabadi, Biryani",350,Dine-out,New BEL Road,0.29845034036550966,0.6495191246525629
"Shop 52, Agastya Arcade, 80 Feet Road, Devasandra, Opposite MSR Hospital., New BEL Road, Bangalore",Leon Grill,1,0,4.0,336,New BEL Road,Quick Bites,"Fast Food, Healthy Food",500,Dine-out,New BEL Road,0.29584815405372256,0.640333196710312
"01, Ground Floor, Seenappa Layout, New BEL Road, Bangalore",Domino's Pizza,1,0,3.9,487,New BEL Road,Quick Bites,"Pizza, Fast Food",400,Dine-out,New BEL Road,0.2883275328100085,0.6378005811981665
"MSRE Road, A.K.Colony, Mathikere Extension, Mathikere, New BEL Road, Bangalore",Lazeez Biryani,1,0,4.0,50,New BEL Road,Quick Bites,"North Indian, Chinese, Mughlai, Hyderabadi",400,Dine-out,New BEL Road,0.28565328713357047,0.5408964020446589
"83, 80 Feet Road, 2nd Stage, RMV, New BEL Road, Bangalore",Polar Bear,1,0,4.1,322,New BEL Road,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out,New BEL Road,0.3082523304305163,0.657302643807284
"100, Opposite M S Ramaiah Hospital, New BEL Road, Bangalore",Subway,0,0,3.7,167,New BEL Road,Quick Bites,"Healthy Food, Sandwich, Salad",500,Dine-out,New BEL Road,0.25111423709064146,0.5545373303618061
"80 Feet Road, RMV Extension, Ashwathnagar, New BEL Road, Bangalore",The Waffle Yard,0,0,4.2,149,New BEL Road,"Dessert Parlor, Quick Bites","Desserts, Fast Food",300,Dine-out,New BEL Road,0.31498873114191095,0.6337890733705474
"Shop 2, Casino Towers, Municipal 48, Opposite M.S Ramaiah Hospital, RMV 2nd Stage, Devasandra, New BEL Road, Bangalore",Burger King,1,0,4.0,559,New BEL Road,Quick Bites,"Burger, Fast Food, Beverages",600,Dine-out,New BEL Road,0.3037972985404146,0.6637890029430082
"Ground Floor, Shashi Arcade, 215, Near MS Ramaiah Campus, New BEL Road, Bangalore",McDonald's,1,0,3.9,281,New BEL Road,Quick Bites,"Burger, Fast Food",500,Dine-out,New BEL Road,0.2809843769164724,0.6131497961606085
"6th Cross Rd, New BEL Road, Bangalore",New Oottupura Restaurant,1,0,3.5,226,New BEL Road,Quick Bites,Kerala,300,Dine-out,New BEL Road,0.22741092235986748,0.5306692242485482
"1, SS Plaza, Opposite Ramaiah College, New BEL Road, Bangalore",Roy Hotel & Restaurant,1,0,4.0,124,New BEL Road,Quick Bites,"Bengali, North Indian",300,Dine-out,New BEL Road,0.2882911198331902,0.5906461061902838
"37, HMT Main Road, Mathikere, New BEL Road, Bangalore",Donne Biriyani Angadi Mane,1,0,3.8,161,New BEL Road,Quick Bites,"Biryani, Chinese",250,Dine-out,New BEL Road,0.26380358457009684,0.5700995223499612
"86, Ground Floor, Gokul Towers, Off M.S.Ramiah Road, Gokula, New BEL Road, Bangalore",Flavours Inn,1,0,3.7,59,New BEL Road,Quick Bites,"Kerala, North Indian, Chinese",500,Dine-out,New BEL Road,0.24726442720470987,0.512290543653855
"Pipeline Road, Adjacent to MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",Shahi Darbar Roll Centre,0,0,3.9,50,New BEL Road,Quick Bites,"Street Food, Rolls",400,Dine-out,New BEL Road,0.27275006132711876,0.5291391470705551
"403, 6th Main, 7th Cross, MSR Nagar, Mathikere, New BEL Road, Bengaluru",The Street Kitchen,1,0,3.7,16,New BEL Road,Quick Bites,"North Indian, Fast Food, Chinese, Beverages",300,Dine-out,New BEL Road,0.2457316325279038,0.460561836131104
"15, Near MSR College, New BEL Road, Bangalore",Eggstacy,1,0,4.0,233,New BEL Road,Quick Bites,"Fast Food, Continental, Chinese",500,Dine-out,New BEL Road,0.2921765761069545,0.6227297607665074
"Shop 212, 3rd Main Road, MSR Nagar, Mathikere, New BEL Road, Bangalore",Cheesy Bites,1,0,,0,New BEL Road,Quick Bites,"Chinese, Fast Food, Italian",200,Dine-out,New BEL Road,,0.34420194549135175
"543, Old 12, 2nd Cross, Devasandra, New BEL Road, Bangalore",Shri Udupi Cafe,1,0,3.9,31,New BEL Road,Quick Bites,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",300,Dine-out,New BEL Road,0.2720727799582975,0.5049345756605373
"Shop 183, Opposite Indian Oil Petrol Bunk, Kattigenahalli, Bagalur Main Road, Yelahanka, Bangalore",Panchami Garden,0,0,3.3,4,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,New BEL Road,0.19369097264810492,0.4027184215425657
"12, Deepak Mansion, 2nd Cross, MSR College Road, Mathikere, New BEL Road, Bangalore",Pot Biryani,1,0,3.8,154,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani",450,Dine-out,New BEL Road,0.2635540598552679,0.5681305432219412
"Shop 2, 2nd Cross, 2nd Block, Bel Layout, Vidyaranyapura, Bangalore, New BEL Road, Bangalore",G8 Punjabi Tadka,0,0,3.7,15,New BEL Road,Quick Bites,North Indian,200,Dine-out,New BEL Road,0.2456959861400711,0.4580744301657895
"443, 6th Cross, 6th Main, MSR Nagar, Mathikere Area, New BEL Road, Bangalore",Oottupura,1,0,2.6,166,New BEL Road,Quick Bites,"Kerala, North Indian, Chinese, Rolls, Juices",350,Dine-out,New BEL Road,0.10914310683184104,0.36553322816915323
"961/1, BEL Layout, Vidyaranyapura Main Road, Next to Canara Bank, NEW BEL Road, Bengaluru",The Krishna Grand,0,0,3.8,23,New BEL Road,Quick Bites,"North Indian, South Indian",400,Dine-out,New BEL Road,0.25888438304918426,0.48239848915555095
"68/1, Shop 1 - 2, AR Building, Thindlu Road, Vidyaranyapura Post, New BEL Road, Bangalore",Gowdru Mane,0,0,3.6,26,New BEL Road,Quick Bites,"Andhra, North Indian, Chinese",300,Dine-out,New BEL Road,0.23318487059977921,0.47123599086112633
"47, 1st Main, AGS Layout, New BEL Road, Bangalore",Kitty's Cafe,1,0,3.6,43,New BEL Road,Quick Bites,Fast Food,300,Dine-out,New BEL Road,0.2337908591929351,0.4886155826740172
"Opposite Ramaiah Hospital, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Salaam Sigri Rolls & Kebabs,1,0,3.8,162,New BEL Road,Quick Bites,"Rolls, Mughlai",300,Dine-out,New BEL Road,0.26383923095792955,0.570373516880435
"219, Vedika Mansion, MGS Layout, Opp MSR Advance Study College, New BEL Road, Bangalore",Just Bake,1,0,2.6,84,New BEL Road,"Bakery, Quick Bites",Bakery,400,Dine-out,New BEL Road,0.10622010302955967,0.3684029836953745
"4/3, MSRE College Road, Mathikere, New BEL Road, Bangalore",Toast And Salad,1,0,3.5,25,New BEL Road,Quick Bites,Healthy Food,300,Dine-out,New BEL Road,0.22024599840549486,0.46178099493230973
"4/1, 3rd Cross, MSRE College Road, New BEL Road, Bangalore",Flavors of North,1,0,3.3,240,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani",400,Dine-out,New BEL Road,0.20210352017662203,0.49624700860547977
"S/3, Vidyaranyapura Main Road, BEL Layout 2nd Block, New BEL Road, Bangalore",KL-58 Thalassery Cafe,0,0,3.5,14,New BEL Road,Quick Bites,Kerala,200,Dine-out,New BEL Road,0.21985388813933515,0.4445326777886057
"61, MSR College Road, New BEL Road, Bangalore",Bhukkad,1,0,3.3,6,New BEL Road,Quick Bites,"North Indian, Mughlai",300,Dine-out,New BEL Road,0.19376226542377034,0.4132168807583084
"509/418, 1st Floor, Nandishwara Complex, Devasandra, Opposite Petrol Bunk, New BEL Road, Bangalore",Andhra Spice Mess,1,0,3.4,9,New BEL Road,Quick Bites,"Andhra, Biryani, North Indian, Chinese",250,Dine-out,New BEL Road,0.20677243039372006,0.4272311349047755
"11, Opposite Ganesh Temple, 1st Cross, 1st Main Road, MSR Nagar, New BEL Road, Bangalore",Sunaina Sapice,1,0,3.3,7,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,New BEL Road,0.19379791181160302,0.41714369672205015
"52, 4th Cross, MSR Road, Mathikere, New BEL Road, Bangalore",Rolls Kitchen,0,0,3.5,18,New BEL Road,Quick Bites,"Fast Food, Rolls",250,Dine-out,New BEL Road,0.21999647369066597,0.4520685597031411
"60/3, 1st Main road, Nanjappa Layout, Vidyaranyapura, Bangalore",Banashankari Restaurant,1,0,3.6,24,New BEL Road,Quick Bites,South Indian,400,Dine-out,New BEL Road,0.2331135778241138,0.468482114481258
"Plot 117, Shop 1, Ground & 1st Floor, AEGS Layout, New BEL Road, Bangalore",KFC,1,0,3.9,581,New BEL Road,Quick Bites,"Burger, Fast Food",400,Dine-out,New BEL Road,0.29167829326628225,0.6455395212579641
"Shop 52/1, Nishika Arcade B3, Near Jodidhars Club, Nanjappa Layout Main Road, Vidyaranyapura, Bangalore",Cinnamon - Grills and Gourmet,0,0,3.6,10,New BEL Road,Quick Bites,"Chinese, South Indian",400,Dine-out,New BEL Road,0.232614528394456,0.438502450834431
"3, 184, 8th Cross, 1st Main Road MSR Nagar, Ppposite, MSR Ground, Mathikere, New Bel Roda, Bangalore",Lazeez Fast Food,0,0,,0,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani, Rolls",300,Dine-out,New BEL Road,,0.34420194549135175
"1st Main, Gate Number 4, Sapthagiri Block, M.S. Ramaiah College",Taste Buds,0,0,,0,New BEL Road,Quick Bites,"South Indian, Kerala, North Indian",200,Dine-out,New BEL Road,,0.34420194549135175
"Shop 410, 4th Cross, MSR Nagar, Pipeline Road, New BEL Road, Bangalore",Dhanbad Food Stall,0,0,,0,New BEL Road,Quick Bites,"Bihari, North Indian, Chinese",200,Dine-out,New BEL Road,,0.34420194549135175
"15, Near MSR College, New BEL Road, Bangalore",Chaat Street,1,0,4.1,675,New BEL Road,Quick Bites,"Street Food, North Indian",250,Dine-out,New BEL Road,0.32083550533545924,0.6924069567947823
"6th Main, 5th Cross Road, MSR Nagar, M S Ramaiah Nagar, New BEL Road, Bangalore",Eat & Drink,1,0,3.5,15,New BEL Road,"Quick Bites, Beverage Shop","Fast Food, Chinese, Beverages",300,Dine-out,New BEL Road,0.21988953452716786,0.4466111065660384
"53/1, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Khan Saheb Grills and Rolls,1,0,3.7,114,New BEL Road,Quick Bites,Fast Food,400,Dine-out,New BEL Road,0.24922497853550837,0.538981181556794
"568/A, 2nd Block, HMT Layout, Vidyaranyapura Main Road, New BEL Road, Bangalore",Goli Vada Pav No. 1,1,0,3.7,38,New BEL Road,Quick Bites,Street Food,200,Dine-out,New BEL Road,0.2465158530602232,0.4946220092760688
"12, 2nd Cross, MSRE College Road, New BEL Road, Bangalore",Kusum Rolls,0,0,3.5,21,New BEL Road,Quick Bites,Street Food,300,Dine-out,New BEL Road,0.22010341285416407,0.45664370399929805
"Shop 1, S.S Plaza, Opposite Ramaiah College Gate, MSRE Road, Mathikere, New BEL Road, Bangalore",Mumbai Xpress,1,0,3.7,418,New BEL Road,Quick Bites,"Street Food, Fast Food",400,Dine-out,New BEL Road,0.26006148043664906,0.5920652680271494
"7, 2nd Main, MSR Nagar, Mathikere, New BEL Road, Bangalore",Deepak Paratha Plaza,0,0,3.5,18,New BEL Road,Quick Bites,"North Indian, Street Food",200,Dine-out,New BEL Road,0.21999647369066597,0.4520685597031411
"51/2 B1 M, Nishika Arcade, Nanjappa Main Road, Next to Jodidhars Club, Vidyaranyapura, New BEL Road, Bengaluru",The Snnackos,0,0,,0,New BEL Road,Quick Bites,"North Indian, Fast Food",250,Dine-out,New BEL Road,,0.34420194549135175
"33-C, Ramaiah Extension, Nanjappa Layout, Vidhyaranyapura Post, New BEL Road, Bangalore",Aditya Delights,0,0,3.7,59,New BEL Road,Quick Bites,"Chinese, North Indian, Mangalorean",300,Dine-out,New BEL Road,0.24726442720470987,0.512290543653855
"58, 4th Block, Pipeline Road, MSR Nagar, New BEL Road, Bangalore",Jeet Punjabi Tadka,0,0,3.5,17,New BEL Road,Quick Bites,"North Indian, South Indian",500,Dine-out,New BEL Road,0.21996082730283326,0.4503631459202757
"13, 1st Main Road, Near MSRIT, MSR Nagar, New BEL Road, Bangalore",Little Bites,0,0,3.8,184,New BEL Road,Quick Bites,Fast Food,400,Dine-out,New BEL Road,0.2646234514902489,0.5759932038971893
"4, Sai Shamik Plaza, 3rd Cross, Opposite M.S. Rammaih 1st Gate, New BEL Road, Bangalore",Wow! Sikkim Momo,0,0,3.3,18,New BEL Road,Quick Bites,"Chinese, North Indian, Momos",150,Dine-out,New BEL Road,0.19419002207776273,0.43901202841664494
"13, MSRIT Collage Road, Mathikere, New BEL Road, Bangalore",Sultan Rolls & Sandwiches,0,0,3.9,59,New BEL Road,Quick Bites,"Fast Food, Rolls",300,Dine-out,New BEL Road,0.27307087881761305,0.5375404244362401
"4/2, 6th Main Road, A.K.Colony, Mathikere Extension, New BEL Road, Bangalore",Biryani King,0,0,,0,New BEL Road,Quick Bites,"Biryani, North Indian, Chinese",400,Dine-out,New BEL Road,,0.34420194549135175
"472, Devasandra Circle, New BEL Road, Bangalore",S L N Paratha Center,0,0,3.3,14,New BEL Road,Quick Bites,North Indian,200,Dine-out,New BEL Road,0.19404743652643192,0.433639046634418
"213, Pipeline Road, MSR Nagar, Mathirkere, New BEL Road, Bangalore",Bihar Bhojanalaya,0,0,3.1,14,New BEL Road,Quick Bites,"North Indian, Bihari",200,Dine-out,New BEL Road,0.16824098491352873,0.42274541548023026
"1186, 1st Main Road, Maruthi Nagar, BEL Layout 2nd Block, Vidyaranyapura, New BEL Road, Bangalore",Majaa Thindi,1,0,3.9,37,New BEL Road,Quick Bites,South Indian,100,Dine-out,New BEL Road,0.2722866582852937,0.5138575158547324
"282, Narsipura Layout, Vidyanarayanapura, Main Road, New BEL Road, Bangalore",Ambur Dum Biryani,0,0,,0,New BEL Road,Quick Bites,Biryani,150,Dine-out,New BEL Road,,0.34420194549135175
"170, KGE Layout, Opposite HP Petrol Bunk, New BEL Road, Bangalore",Pizza Stop,1,0,3.1,75,New BEL Road,Quick Bites,"Pizza, Italian",600,Dine-out,New BEL Road,0.17041541457132342,0.43897690304391773
"2/10, 80 Feet Road, RMV 2nd Stage, Poojary Layout, New BEL Road, Bangalore",Udupi Tazza Thindi,0,0,3.2,7,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,New BEL Road,0.1808946860051515,0.4140231252976734
"15/A, Jaladarshini Layout, MSR Nagar, Opposite BBMP Office, New BEL Road, Bangalore",Aarti Paratha & Rolls Corner,1,0,3.6,15,New BEL Road,Quick Bites,"North Indian, Fast Food",200,Dine-out,New BEL Road,0.2327927603336195,0.452342768365914
"10, Near MS Ramaiah Hospital, New BEL Road, Bangalore",Kolkata Famous Katti Rolls,0,0,3.5,22,New BEL Road,Quick Bites,Rolls,200,Dine-out,New BEL Road,0.22013905924199675,0.4580179382356513
"369, MSR Nagar, 6th Main 8th Cross, Mathikere, New BEL Road, Bangalore, Bengaluru",Kabab Bite,0,0,,0,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani",400,Dine-out,New BEL Road,,0.34420194549135175
"Gate 4, 17/5, Jaladarshini Layout, Opposite MS Ramaiah Memorial Hospital, New BEL Road, Bangalore",Cooking Restaurant,0,0,,0,New BEL Road,Quick Bites,North Indian,200,Dine-out,New BEL Road,,0.34420194549135175
"27, AG's Layout, New BEL Road, Bangalore",Ketty's Corner,0,0,3.3,4,New BEL Road,Quick Bites,"Fast Food, Street Food, Beverages",200,Dine-out,New BEL Road,0.19369097264810492,0.4027184215425657
"36, 2nd Main Road, 3rd Cross, Pipeline Road, New BEL Road, Bangalore",Koithio Kitchen,0,0,3.3,4,New BEL Road,Quick Bites,"Chinese, Momos",600,Dine-out,New BEL Road,0.19369097264810492,0.4027184215425657
"243, 5th Main, Pipeline Road, MSR Nagar, New BEL Road, Bangalore",Bengal Biriyani,0,0,2.9,28,New BEL Road,Quick Bites,Biryani,150,Dine-out,New BEL Road,0.1429335827302833,0.4130041450888612
"1st Main, 1st Cross, MS Ramaiah Nagar, New BEL Road, Bangalore",Tasty Corner,0,0,3.6,13,New BEL Road,Quick Bites,South Indian,200,Dine-out,New BEL Road,0.23272146755795411,0.4474438468181532
